temperature,humidity,wind_speed,rainfall,recommended_sensitivity,explanation
36.7,42.9,6.0,5.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.6,65.4,24.0,11.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
39.5,40.1,9.0,1.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.7,43.6,12.5,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.3,49.3,19.8,13.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.2,92.2,22.8,46.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.8,93.3,31.9,39.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
37.5,33.8,10.9,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.4,78.2,23.2,64.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
33.3,43.1,7.3,3.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.7,82.3,29.7,36.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.8,54.8,23.5,11.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.4,36.0,14.3,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.2,32.1,12.5,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.0,82.0,43.6,62.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.8,80.5,17.8,61.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.1,92.9,24.7,21.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
32.5,25.6,12.9,0.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.0,89.8,49.2,65.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.2,58.5,20.7,6.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.4,66.0,22.7,11.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.0,44.8,10.7,4.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.7,44.3,11.8,3.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.8,82.8,22.9,59.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
32.5,25.8,14.3,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.4,73.3,27.8,61.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
39.9,42.4,12.0,2.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.5,77.6,32.0,66.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.8,96.9,36.0,90.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
17.3,89.9,48.5,86.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.5,55.2,18.4,6.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.9,23.3,9.0,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.9,75.1,19.1,60.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.2,85.0,21.0,34.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
44.5,20.6,8.9,4.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.3,93.9,16.9,43.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.3,62.6,20.7,17.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
32.5,39.7,9.1,3.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.8,21.2,7.1,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.0,46.6,20.0,6.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.5,50.5,16.2,7.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.9,21.0,10.4,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.4,60.9,21.7,5.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.7,46.3,23.6,19.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.3,99.4,34.7,80.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.8,89.4,24.1,32.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.5,36.2,5.9,3.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.2,87.4,23.1,25.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.1,83.7,25.0,44.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.1,79.0,26.8,26.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.4,50.1,17.8,5.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.5,22.0,16.2,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.1,71.2,15.4,65.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.6,27.3,10.6,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.9,65.2,12.9,11.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.2,68.4,10.9,19.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.1,41.5,13.2,0.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.5,99.7,38.5,96.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.6,80.1,31.9,65.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.8,94.0,49.6,99.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.6,50.8,12.0,19.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.5,37.9,15.6,2.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.0,95.0,34.9,25.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.3,83.6,18.8,49.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.0,61.8,13.7,18.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.2,90.6,32.8,73.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
37.8,33.3,14.4,1.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.0,48.3,17.8,14.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.5,31.4,9.0,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.7,53.0,22.1,5.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.5,49.6,24.7,18.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
37.2,39.9,7.1,3.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.6,82.1,43.8,94.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.2,80.5,30.0,57.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
42.5,43.8,14.8,1.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.4,29.2,11.1,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.1,59.4,15.2,11.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.4,82.4,48.3,75.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.8,97.8,47.9,76.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
15.8,81.9,32.9,73.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.7,81.0,42.0,96.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.8,94.9,29.1,43.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
33.1,41.5,8.5,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.6,90.9,33.1,39.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.1,63.0,18.6,14.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.0,39.4,12.9,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.9,78.2,17.1,49.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.6,68.4,16.3,16.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
16.0,93.1,30.8,99.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.0,68.4,19.4,8.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
32.0,51.6,18.4,13.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.1,64.6,20.8,10.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
15.8,86.0,44.9,87.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
38.0,29.6,15.3,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.0,72.6,31.3,47.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.3,42.2,17.9,2.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.6,100.0,40.9,92.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.6,81.0,28.9,37.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.3,47.4,14.7,13.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.0,70.9,31.9,30.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
34.4,24.4,10.5,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.1,95.6,41.8,72.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
17.4,90.1,43.3,97.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
41.3,37.2,7.3,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.8,92.0,26.2,31.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
19.9,88.6,21.3,59.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.6,84.5,27.9,29.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
33.5,30.4,6.4,1.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.6,23.5,5.6,0.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.7,92.9,19.9,20.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.2,59.0,10.9,17.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.4,38.7,14.9,4.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.3,81.9,31.5,77.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.1,46.2,15.2,5.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.8,85.7,24.2,36.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.5,72.1,28.9,61.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
40.5,22.7,15.7,3.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.4,74.2,25.1,58.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.0,65.1,12.9,5.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.9,52.1,24.3,12.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.1,22.8,6.6,1.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.5,82.4,30.0,23.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.5,77.4,29.5,37.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.6,91.9,34.2,57.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.4,71.4,18.7,31.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.7,70.3,30.5,60.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.3,80.5,33.4,38.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.2,93.4,40.5,73.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.6,31.3,6.1,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.7,69.9,16.5,7.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.2,82.1,30.7,66.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.2,63.3,13.5,10.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.3,56.7,10.3,15.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.7,93.0,23.6,20.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
24.6,56.7,14.7,16.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.9,25.9,12.7,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.0,30.4,7.8,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.8,94.3,34.6,95.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
40.5,35.4,9.0,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.5,96.9,42.3,78.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.1,79.2,27.3,68.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.3,72.0,17.1,32.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.8,89.9,38.9,92.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.4,86.6,25.5,62.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.9,39.5,17.4,0.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.2,21.3,13.3,4.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.3,94.9,20.4,55.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.3,88.3,41.3,97.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.9,88.4,32.2,46.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.6,45.6,19.9,8.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
45.0,40.6,10.3,3.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.5,90.0,42.7,90.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
21.9,75.6,31.8,58.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.0,91.2,25.5,41.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
35.6,39.4,5.6,1.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.1,64.3,14.4,9.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
19.7,84.4,39.5,72.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
15.1,85.1,40.3,95.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.3,47.0,10.5,15.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.4,68.4,12.6,12.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.9,87.8,24.8,54.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.0,69.7,12.1,5.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.6,80.6,33.8,45.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.1,73.7,32.8,30.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.1,43.1,13.2,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.9,28.2,11.0,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.3,80.2,29.4,44.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.1,58.1,17.7,17.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.2,46.7,20.5,6.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.8,33.5,12.5,3.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.4,65.9,23.4,9.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.0,26.8,7.7,0.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.9,66.3,18.9,19.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.7,30.9,14.5,1.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.9,38.5,5.9,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.1,44.0,7.7,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.0,80.1,32.5,98.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.3,81.5,17.7,33.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.5,64.5,13.3,17.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.0,47.5,20.7,13.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.0,43.0,16.9,3.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.0,86.7,33.6,78.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.6,55.6,23.0,11.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.3,35.9,15.8,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.6,34.6,10.9,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.7,65.6,20.5,9.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.9,46.9,15.3,17.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
40.2,43.9,17.7,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.8,84.8,41.8,88.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.0,84.4,23.7,56.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
42.1,22.1,17.0,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.6,25.7,10.3,2.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.1,35.1,11.4,1.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
37.4,24.2,8.8,2.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.0,91.5,20.4,58.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
36.8,30.0,8.4,4.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.8,47.8,11.4,19.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
34.6,36.2,12.3,2.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.3,71.0,15.2,28.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
